ID_Nodo,Latitud,Longitud,Calle_A,Calle_B,Nombre_Esquina
1390875846,-24.7975866,-65.4265512,Chacabuco,La Rioja,Chacabuco y La Rioja
1390875849,-24.8008058,-65.4258001,Chacabuco,Tucumán,Chacabuco y Tucumán
1390875887,-24.8016078,-65.4229156,10 de Octubre,Corrientes,10 de Octubre y Corrientes
1390875891,-24.8019598,-65.4228188,10 de Octubre,Coronel Jorge Vidt,10 de Octubre y Coronel Jorge Vidt
1390875895,-24.8020439,-65.4255223,Chacabuco,Corrientes,Chacabuco y Corrientes
1390875899,-24.8037237,-65.4265009,Coronel José de Moldes,Lola Mora,Coronel José de Moldes y Lola Mora
1390944720,-24.7847184,-65.4300407,General Martín Miguel de Güemes,Juan Esteban Pedernera,General Martín Miguel de Güemes y Juan Esteban Pedernera
1390944722,-24.7859514,-65.4301667,Avenida Manuel Belgrano,Juan Esteban Pedernera,Avenida Manuel Belgrano y Juan Esteban Pedernera
1390944724,-24.787165,-65.4302504,España,Juan Esteban Pedernera,España y Juan Esteban Pedernera
1391039167,-24.7736155,-65.428899,12 de Octubre,Juan Esteban Pedernera,12 de Octubre y Juan Esteban Pedernera
1391039169,-24.7773746,-65.4293387,Juan Esteban Pedernera,Mariano Necochea,Juan Esteban Pedernera y Mariano Necochea
1391039172,-24.7792958,-65.4295526,Avenida Juan Domingo Perón,Juan Esteban Pedernera,Avenida Juan Domingo Perón y Juan Esteban Pedernera
1391039174,-24.7799158,-65.4296072,Avenida Entre Ríos,Juan Esteban Pedernera,Avenida Entre Ríos y Juan Esteban Pedernera
1392271418,-24.7731523,-65.4163561,Adolfo Güemes,Aniceto Latorre,Adolfo Güemes y Aniceto Latorre
1392271434,-24.7737832,-65.4080655,Aniceto Latorre,Facundo de Zuviría,Aniceto Latorre y Facundo de Zuviría
1392271453,-24.7767805,-65.419489,Florentino Ameghino,Simón Bolívar,Florentino Ameghino y Simón Bolívar
1392271458,-24.776868,-65.4181528,Florentino Ameghino,Marcelo T. de Alvear,Florentino Ameghino y Marcelo T. de Alvear
1392271461,-24.7769609,-65.4167665,Adolfo Güemes,Florentino Ameghino,Adolfo Güemes y Florentino Ameghino
1392271465,-24.7770226,-65.4153219,Avenida Domingo Faustino Sarmiento,Florentino Ameghino,Avenida Domingo Faustino Sarmiento y Florentino Ameghino
1392302070,-24.7746854,-65.412254,12 de Octubre,20 de Febrero,12 de Octubre y 20 de Febrero
1392302072,-24.77504,-65.4262927,Bernardo O'Higgins,República de Siria,Bernardo O'Higgins y República de Siria
1392302073,-24.7751269,-65.4248658,Bernardo O'Higgins,Maipú,Bernardo O'Higgins y Maipú
1392302074,-24.7752388,-65.4234241,Bernardo O'Higgins,Rudecindo Ibazeta,Bernardo O'Higgins y Rudecindo Ibazeta
1392302075,-24.7755157,-65.4193496,Bernardo O'Higgins,Simón Bolívar,Bernardo O'Higgins y Simón Bolívar
1392302076,-24.7756988,-65.4166282,Adolfo Güemes,Bernardo O'Higgins,Adolfo Güemes y Bernardo O'Higgins
1392302077,-24.7757703,-65.4151886,Avenida Domingo Faustino Sarmiento,Bernardo O'Higgins,Avenida Domingo Faustino Sarmiento y Bernardo O'Higgins
1392302089,-24.7759143,-65.4124112,20 de Febrero,Bernardo O'Higgins,20 de Febrero y Bernardo O'Higgins
1392312369,-24.7672623,-65.4101393,Antonio Balcarce,Teniente Coronel Santiago Morales,Antonio Balcarce y Teniente Coronel Santiago Morales
1392312370,-24.7710453,-65.4105303,Antonio Balcarce,General Juan Antonio Álvarez de Arenales,Antonio Balcarce y General Juan Antonio Álvarez de Arenales
1392312377,-24.7734303,-65.4121444,20 de Febrero,Aniceto Latorre,20 de Febrero y Aniceto Latorre
1392312379,-24.7735789,-65.4107844,Aniceto Latorre,Antonio Balcarce,Aniceto Latorre y Antonio Balcarce
1392312380,-24.7746391,-65.4129476,12 de Octubre,Juana Manuela Gorriti,12 de Octubre y Juana Manuela Gorriti
1392312382,-24.774772,-65.4109273,12 de Octubre,Antonio Balcarce,12 de Octubre y Antonio Balcarce
1392312384,-24.7759071,-65.4130699,Bernardo O'Higgins,Juana Manuela Gorriti,Bernardo O'Higgins y Juana Manuela Gorriti
1392316139,-24.7747853,-65.4302138,Bernardo O'Higgins,Vicente Maravialla,Bernardo O'Higgins y Vicente Maravialla
1392316140,-24.7748583,-65.4290423,Bernardo O'Higgins,Juan Esteban Pedernera,Bernardo O'Higgins y Juan Esteban Pedernera
1392316142,-24.7749458,-65.4276901,Bernardo O'Higgins,Junín,Bernardo O'Higgins y Junín
1392316143,-24.7752382,-65.4233213,Bernardo O'Higgins,Rudecindo Ibazeta,Bernardo O'Higgins y Rudecindo Ibazeta
1392316144,-24.7760076,-65.4307454,Coronel Manuel Isidoro Suárez,Florentino Ameghino,Coronel Manuel Isidoro Suárez y Florentino Ameghino
1392316145,-24.7760508,-65.43016,Florentino Ameghino,Vicente Maravialla,Florentino Ameghino y Vicente Maravialla
1392316146,-24.7761237,-65.4291952,Florentino Ameghino,Juan Esteban Pedernera,Florentino Ameghino y Juan Esteban Pedernera
1392316148,-24.7762053,-65.4278422,Florentino Ameghino,Junín,Florentino Ameghino y Junín
1392316149,-24.7763189,-65.4264111,Florentino Ameghino,República de Siria,Florentino Ameghino y República de Siria
1392316151,-24.7763941,-65.4250036,Florentino Ameghino,Maipú,Florentino Ameghino y Maipú
1392316152,-24.776494,-65.4235533,Florentino Ameghino,Rudecindo Ibazeta,Florentino Ameghino y Rudecindo Ibazeta
1392316153,-24.777757,-65.4235872,Mariano Necochea,Rudecindo Ibazeta,Mariano Necochea y Rudecindo Ibazeta
1392316154,-24.7802697,-65.4238627,Avenida Entre Ríos,Rudecindo Ibazeta,Avenida Entre Ríos y Rudecindo Ibazeta
1392318124,-24.77607,-65.4299788,Florentino Ameghino,Vicente Maravialla,Florentino Ameghino y Vicente Maravialla
1392318126,-24.777339,-65.4299067,Mariano Necochea,Vicente Maravialla,Mariano Necochea y Vicente Maravialla
1392318128,-24.7780692,-65.4251747,Maipú,Pasaje Riobamba,Maipú y Pasaje Riobamba
1392318157,-24.7786184,-65.4294858,Adolfo Alsina,Juan Esteban Pedernera,Adolfo Alsina y Juan Esteban Pedernera
1392318159,-24.7787164,-65.4281179,Adolfo Alsina,Junín,Adolfo Alsina y Junín
1392318164,-24.7788212,-65.4267295,Adolfo Alsina,República de Siria,Adolfo Alsina y República de Siria
1392318167,-24.7788587,-65.4260066,Adolfo Alsina,Pasaje 3 de Febrero,Adolfo Alsina y Pasaje 3 de Febrero
1392318169,-24.7789021,-65.4252734,Adolfo Alsina,Maipú,Adolfo Alsina y Maipú
1392318171,-24.7789505,-65.4245538,Adolfo Alsina,Pasaje Riobamba,Adolfo Alsina y Pasaje Riobamba
1392318173,-24.7790017,-65.4238229,Adolfo Alsina,Rudecindo Ibazeta,Adolfo Alsina y Rudecindo Ibazeta
1392318184,-24.779009,-65.4237186,Adolfo Alsina,Rudecindo Ibazeta,Adolfo Alsina y Rudecindo Ibazeta
1392318186,-24.7791814,-65.4309853,Coronel Manuel Isidoro Suárez,Luis Burela,Coronel Manuel Isidoro Suárez y Luis Burela
1392330363,-24.7724328,-65.4273834,Aniceto Latorre,Junín,Aniceto Latorre y Junín
1392330364,-24.7725208,-65.4259803,Aniceto Latorre,República de Siria,Aniceto Latorre y República de Siria
1392330374,-24.7727262,-65.4231953,Aniceto Latorre,Rudecindo Ibazeta,Aniceto Latorre y Rudecindo Ibazeta
1392330375,-24.7728066,-65.4218317,Aniceto Latorre,Martín Cornejo,Aniceto Latorre y Martín Cornejo
1392330376,-24.7729451,-65.4197715,Aniceto Latorre,Antonio Saravia,Aniceto Latorre y Antonio Saravia
1392330380,-24.7732495,-65.414944,Aniceto Latorre,Avenida Domingo Faustino Sarmiento,Aniceto Latorre y Avenida Domingo Faustino Sarmiento
1392330400,-24.774177,-65.4198691,12 de Octubre,Antonio Saravia,12 de Octubre y Antonio Saravia
1392330411,-24.7754576,-65.4200089,Antonio Saravia,Bernardo O'Higgins,Antonio Saravia y Bernardo O'Higgins
1392330416,-24.7773003,-65.4304345,Coronel Manuel Isidoro Suárez,Mariano Necochea,Coronel Manuel Isidoro Suárez y Mariano Necochea
1392330418,-24.7780329,-65.4294138,Juan Esteban Pedernera,Los Labradores,Juan Esteban Pedernera y Los Labradores
1392330420,-24.7781146,-65.4280672,Junín,Los Labradores,Junín y Los Labradores
1392330423,-24.7782235,-65.4266472,Los Labradores,República de Siria,Los Labradores y República de Siria
1392330428,-24.7786572,-65.430955,Adolfo Alsina,Coronel Manuel Isidoro Suárez,Adolfo Alsina y Coronel Manuel Isidoro Suárez
1392330815,-24.7728985,-65.4204435,Almirante Guillermo Brown,Aniceto Latorre,Almirante Guillermo Brown y Aniceto Latorre
1392330817,-24.7741371,-65.4205698,12 de Octubre,Almirante Guillermo Brown,12 de Octubre y Almirante Guillermo Brown
1392330819,-24.7754104,-65.4207105,Almirante Guillermo Brown,Bernardo O'Higgins,Almirante Guillermo Brown y Bernardo O'Higgins
1392334746,-24.7733343,-65.4232562,Apolinario Echeverría,Rudecindo Ibazeta,Apolinario Echeverría y Rudecindo Ibazeta
1392334750,-24.7734222,-65.4218881,Apolinario Echeverría,Martín Cornejo,Apolinario Echeverría y Martín Cornejo
1392334776,-24.7735117,-65.420505,Almirante Guillermo Brown,Apolinario Echeverría,Almirante Guillermo Brown y Apolinario Echeverría
1392454664,-24.8006689,-65.4327516,Coronel Jorge Vidt,José Valentín de Olavarría,Coronel Jorge Vidt y José Valentín de Olavarría
1392454667,-24.8007762,-65.4312254,Coronel Jorge Vidt,Rosario de la Frontera,Coronel Jorge Vidt y Rosario de la Frontera
1392454685,-24.8030081,-65.4281521,Ayacucho,Manuel Alberti,Ayacucho y Manuel Alberti
1392454696,-24.8038532,-65.4279502,Ayacucho,Lola Mora,Ayacucho y Lola Mora
1392454698,-24.8040871,-65.4278077,Avenida Bélgica,Ayacucho,Avenida Bélgica y Ayacucho
1392454715,-24.804673,-65.4243762,Avenida Bélgica,Francisco Narciso de Laprida,Avenida Bélgica y Francisco Narciso de Laprida
1392454718,-24.8049112,-65.4231514,10 de Octubre,Avenida Bélgica,10 de Octubre y Avenida Bélgica
1392454721,-24.8050387,-65.4231234,10 de Octubre,Avenida Bélgica,10 de Octubre y Avenida Bélgica
1392459411,-24.8024343,-65.4241117,Coronel Jorge Vidt,Francisco Narciso de Laprida,Coronel Jorge Vidt y Francisco Narciso de Laprida
1392459415,-24.802643,-65.4253956,Chacabuco,Coronel Jorge Vidt,Chacabuco y Coronel Jorge Vidt
1392459417,-24.8028548,-65.4267023,Coronel Jorge Vidt,Coronel José de Moldes,Coronel Jorge Vidt y Coronel José de Moldes
1392459425,-24.8029731,-65.4286114,Cornelio Saavedra,Manuel Alberti,Cornelio Saavedra y Manuel Alberti
1392459426,-24.803005,-65.4280031,Ayacucho,Coronel Jorge Vidt,Ayacucho y Coronel Jorge Vidt
1392486560,-24.8033221,-65.4229054,10 de Octubre,Lola Mora,10 de Octubre y Lola Mora
1392486562,-24.8033599,-65.424082,Francisco Narciso de Laprida,Lola Mora,Francisco Narciso de Laprida y Lola Mora
1392486563,-24.8047809,-65.4244009,Avenida Bélgica,Francisco Narciso de Laprida,Avenida Bélgica y Francisco Narciso de Laprida
1392486565,-24.8064497,-65.424815,Francisco Narciso de Laprida,Patagonia,Francisco Narciso de Laprida y Patagonia
1392570776,-24.8034907,-65.424966,Balbino Zaporta,Lola Mora,Balbino Zaporta y Lola Mora
1392570777,-24.8036496,-65.4241408,Balbino Zaporta,Francisco Narciso de Laprida,Balbino Zaporta y Francisco Narciso de Laprida
1392570779,-24.8038265,-65.4229725,10 de Octubre,Balbino Zaporta,10 de Octubre y Balbino Zaporta
1392570782,-24.8044283,-65.4214803,Balbino Zaporta,General Gregorio Aráoz de Lamadrid,Balbino Zaporta y General Gregorio Aráoz de Lamadrid
1392621862,-24.8035865,-65.4255401,Chacabuco,Lola Mora,Chacabuco y Lola Mora
1392621875,-24.8043834,-65.4257718,Avenida Bélgica,Chacabuco,Avenida Bélgica y Chacabuco
1392621877,-24.8045003,-65.4258012,Avenida Bélgica,Chacabuco,Avenida Bélgica y Chacabuco
1392621881,-24.8063738,-65.42335,10 de Octubre,Patagonia,10 de Octubre y Patagonia
1392621884,-24.8055894,-65.4256744,Ingeniero Abel F. Cornejo,Patagonia,Ingeniero Abel F. Cornejo y Patagonia
1392634600,-24.804469,-65.4259653,Avenida Bélgica,Chacabuco,Avenida Bélgica y Chacabuco
1392634601,-24.8052001,-65.4276384,Coronel José de Moldes,Ingeniero Abel F. Cornejo,Coronel José de Moldes y Ingeniero Abel F. Cornejo
1392634602,-24.8054842,-65.4262221,Chacabuco,Ingeniero Abel F. Cornejo,Chacabuco y Ingeniero Abel F. Cornejo
1392634604,-24.8057996,-65.4246575,Francisco Narciso de Laprida,Ingeniero Abel F. Cornejo,Francisco Narciso de Laprida y Ingeniero Abel F. Cornejo
1392634607,-24.8060603,-65.4233133,10 de Octubre,Ingeniero Abel F. Cornejo,10 de Octubre y Ingeniero Abel F. Cornejo
1393656501,-24.8039475,-65.4273264,Coronel José de Moldes,Lola Mora,Coronel José de Moldes y Lola Mora
1393656502,-24.8040318,-65.4273615,Ayacucho,Coronel José de Moldes,Ayacucho y Coronel José de Moldes
1393656504,-24.8041856,-65.4274091,Avenida Bélgica,Ayacucho,Avenida Bélgica y Ayacucho
1393664768,-24.7884949,-65.4303485,Caseros,Talcahuano,Caseros y Talcahuano
1393664770,-24.7896775,-65.4304524,Rudecindo Alvarado,Talcahuano,Rudecindo Alvarado y Talcahuano
1393664771,-24.7909391,-65.430573,Justo José de Urquiza,Talcahuano,Justo José de Urquiza y Talcahuano
1393664772,-24.7922085,-65.4306803,Avenida San Martín,Talcahuano,Avenida San Martín y Talcahuano
1393664777,-24.7934596,-65.4307802,Mendoza,Talcahuano,Mendoza y Talcahuano
1393664780,-24.7947281,-65.4308914,San Juan,Talcahuano,San Juan y Talcahuano
1393664781,-24.7975393,-65.4272347,La Rioja,Molinos,La Rioja y Molinos
1393665891,-24.798535,-65.4249854,Francisco Narciso de Laprida,Metán,Francisco Narciso de Laprida y Metán
1393665892,-24.7986134,-65.4263153,Chacabuco,Metán,Chacabuco y Metán
1393665900,-24.798656,-65.4269844,Metán,Molinos,Metán y Molinos
1393665908,-24.7986788,-65.4276548,Coronel José de Moldes,Metán,Coronel José de Moldes y Metán
1393665910,-24.798704,-65.429033,Ayacucho,Metán,Ayacucho y Metán
1393665911,-24.8000213,-65.4287276,Ayacucho,Orán,Ayacucho y Orán
1393667380,-24.7883992,-65.4317531,Caseros,Coronel Manuel Isidoro Suárez,Caseros y Coronel Manuel Isidoro Suárez
1393667383,-24.7895834,-65.4318339,José Valentín de Olavarría,Rudecindo Alvarado,José Valentín de Olavarría y Rudecindo Alvarado
1393667384,-24.7908389,-65.4319361,José Valentín de Olavarría,Justo José de Urquiza,José Valentín de Olavarría y Justo José de Urquiza
1393667385,-24.7921176,-65.432057,Avenida San Martín,José Valentín de Olavarría,Avenida San Martín y José Valentín de Olavarría
1393667387,-24.7945491,-65.4336373,San Juan,Santa Victoria,San Juan y Santa Victoria
1393667390,-24.7946406,-65.432251,José Valentín de Olavarría,San Juan,José Valentín de Olavarría y San Juan
1393667394,-24.7969596,-65.432448,José Valentín de Olavarría,La Rioja,José Valentín de Olavarría y La Rioja
1393667418,-24.7983224,-65.4339451,Metán,Santa Victoria,Metán y Santa Victoria
1393667422,-24.7984126,-65.4325692,José Valentín de Olavarría,Metán,José Valentín de Olavarría y Metán
1393667427,-24.8003653,-65.4341151,Coronel Jorge Vidt,Santa Victoria,Coronel Jorge Vidt y Santa Victoria
1394251334,-24.7957967,-65.4337368,San Luis,Santa Victoria,San Luis y Santa Victoria
1394251337,-24.7968857,-65.4338288,La Rioja,Santa Victoria,La Rioja y Santa Victoria
1394251340,-24.7971852,-65.4321062,La Rioja,Rosario de la Frontera,La Rioja y Rosario de la Frontera
1394251348,-24.7974883,-65.4329286,José A. de Alberro,Juan Francisco Pastor,José A. de Alberro y Juan Francisco Pastor
1394251351,-24.7988691,-65.4321609,Cirilo Lafuente Sánchez,Metán,Cirilo Lafuente Sánchez y Metán
1394251352,-24.7988774,-65.4326018,José Valentín de Olavarría,Metán,José Valentín de Olavarría y Metán
1394251353,-24.7971584,-65.4324616,José Valentín de Olavarría,Juan Francisco Pastor,José Valentín de Olavarría y Juan Francisco Pastor
1394251357,-24.8004559,-65.4313048,Orán,Rosario de la Frontera,Orán y Rosario de la Frontera
1394251363,-24.7988517,-65.4317438,Metán,Rosario de la Frontera,Metán y Rosario de la Frontera
1394251367,-24.797436,-65.433869,José A. de Alberro,Santa Victoria,José A. de Alberro y Santa Victoria
1394251379,-24.7958881,-65.4323593,José Valentín de Olavarría,San Luis,José Valentín de Olavarría y San Luis
1394251380,-24.8005673,-65.4320219,Cirilo Lafuente Sánchez,Orán,Cirilo Lafuente Sánchez y Orán
1394253688,-24.7952632,-65.4323044,Iruya,José Valentín de Olavarría,Iruya y José Valentín de Olavarría
1394253725,-24.7951741,-65.4336902,Iruya,Santa Victoria,Iruya y Santa Victoria
1394253739,-24.7963231,-65.4337879,Anta,Santa Victoria,Anta y Santa Victoria
1410562256,-24.7707482,-65.4174428,General Juan Antonio Álvarez de Arenales,Marcelo T. de Alvear,General Juan Antonio Álvarez de Arenales y Marcelo T. de Alvear
1454272000,-24.7716385,-65.3978118,Avenida Reyes Católicos,Los Nogales,Avenida Reyes Católicos y Los Nogales
1454272002,-24.7738002,-65.3981631,Avenida Reyes Católicos,Los Cebiles,Avenida Reyes Católicos y Los Cebiles
1454272013,-24.7707401,-65.3977927,Avenida Reyes Católicos,Las Palmeras,Avenida Reyes Católicos y Las Palmeras
1454272022,-24.77304,-65.3976349,Avenida Reyes Católicos,Los Cebiles,Avenida Reyes Católicos y Los Cebiles
1454329854,-24.7731982,-65.3982891,Avenida Reyes Católicos,Los Robles,Avenida Reyes Católicos y Los Robles
1489824338,-24.7983448,-65.4185825,Islas Malvinas,Orán,Islas Malvinas y Orán
1489824340,-24.7988334,-65.4215243,Orán,Rosario de Lerma,Orán y Rosario de Lerma
1489824348,-24.7991428,-65.4234996,10 de Octubre,Orán,10 de Octubre y Orán
1489824350,-24.79789,-65.421727,La Rioja,Rosario de Lerma,La Rioja y Rosario de Lerma
1489824356,-24.8012675,-65.4209357,Corrientes,Rosario de Lerma,Corrientes y Rosario de Lerma
1489824359,-24.7995707,-65.4260597,Chacabuco,Orán,Chacabuco y Orán
1489824360,-24.7985219,-65.4195318,José Ignacio de Gorriti,Orán,José Ignacio de Gorriti y Orán
1489824361,-24.7993621,-65.4247931,Francisco Narciso de Laprida,Orán,Francisco Narciso de Laprida y Orán
1489824362,-24.7998032,-65.4274126,Coronel José de Moldes,Orán,Coronel José de Moldes y Orán
1551402661,-24.7971085,-65.3928558,Cristian C. Nelson,Gabriel Gómez Recio,Cristian C. Nelson y Gabriel Gómez Recio
1551402662,-24.7976086,-65.3915247,Corina Lona,Dionicio Monasterio,Corina Lona y Dionicio Monasterio
1551402663,-24.7972185,-65.3909907,Dionicio Monasterio,Juana Hernández,Dionicio Monasterio y Juana Hernández
1551402665,-24.7963229,-65.3919209,Cristian C. Nelson,Juana Hernández,Cristian C. Nelson y Juana Hernández
1551402672,-24.7958197,-65.3952494,Gabriel Gómez Recio,Nuestra Señora de Talavera,Gabriel Gómez Recio y Nuestra Señora de Talavera
1551402679,-24.7967335,-65.3923895,Corina Lona,Cristian C. Nelson,Corina Lona y Cristian C. Nelson
1551402685,-24.7967225,-65.3960657,General Richieri,Nuestra Señora de Talavera,General Richieri y Nuestra Señora de Talavera
1551412276,-24.7948959,-65.3935761,Avenida La Cumbre,El Mirador,Avenida La Cumbre y El Mirador
1551412278,-24.7951194,-65.3947078,Doctor Washington Álvarez,El Mirador,Doctor Washington Álvarez y El Mirador
1551412287,-24.7952151,-65.3947011,El Mirador,Mariano Boedo,El Mirador y Mariano Boedo
1551413589,-24.7979585,-65.398716,Doctor Juan Antonio Fernández,Pedro Pardo,Doctor Juan Antonio Fernández y Pedro Pardo
1551413591,-24.7977284,-65.399237,Cleto Aguirre,Doctor Juan Antonio Fernández,Cleto Aguirre y Doctor Juan Antonio Fernández
1551413593,-24.7968749,-65.4018528,Abraham Cornejo,Manuela González de Tood,Abraham Cornejo y Manuela González de Tood
1551413597,-24.7974218,-65.4005229,Cleto Aguirre,Francisco Gabino Arias,Cleto Aguirre y Francisco Gabino Arias
1551413598,-24.7967908,-65.4032753,Juan Galo Lavalle,San Juan,Juan Galo Lavalle y San Juan
1551413599,-24.7974489,-65.4019071,Cleto Aguirre,Manuela González de Tood,Cleto Aguirre y Manuela González de Tood
1551413600,-24.7969641,-65.4004975,Abraham Cornejo,Francisco Gabino Arias,Abraham Cornejo y Francisco Gabino Arias
1551413603,-24.7974348,-65.4012163,Cleto Aguirre,San Cayetano,Cleto Aguirre y San Cayetano
1551413604,-24.7969222,-65.401175,Abraham Cornejo,San Cayetano,Abraham Cornejo y San Cayetano
1551413606,-24.7979826,-65.3991931,Doctor Juan Antonio Fernández,Pedro Pardo,Doctor Juan Antonio Fernández y Pedro Pardo
1551414623,-24.799399,-65.4020888,Manuela González de Tood,Miguel Aráoz,Manuela González de Tood y Miguel Aráoz
1551414624,-24.7996465,-65.401408,Miguel Aráoz,San Cayetano,Miguel Aráoz y San Cayetano
1551414625,-24.7999213,-65.4007381,Francisco Gabino Arias,Miguel Aráoz,Francisco Gabino Arias y Miguel Aráoz
1551414626,-24.8009854,-65.3981144,Miguel Aráoz,Obispo Romero,Miguel Aráoz y Obispo Romero
1551414628,-24.8004677,-65.3994049,Doctor Juan Antonio Fernández,Miguel Aráoz,Doctor Juan Antonio Fernández y Miguel Aráoz
1551414630,-24.8088459,-65.3973389,Francisco López,Maestra Benigna Saravia,Francisco López y Maestra Benigna Saravia
1551415513,-24.7939241,-65.3978864,Antonio Ortelli,Mariano Boedo,Antonio Ortelli y Mariano Boedo
1553070268,-24.8039219,-65.3940988,Las Begonias,Las Magnolias,Las Begonias y Las Magnolias
1553070280,-24.8036471,-65.3952827,Los Crisantemos,Los Geranios,Los Crisantemos y Los Geranios
1553070291,-24.8046434,-65.3947727,Avenida Los Lirios,Las Begonias,Avenida Los Lirios y Las Begonias
1553070292,-24.8060818,-65.3960439,Los Amancay,Los Tulipanes,Los Amancay y Los Tulipanes
1553070297,-24.8059363,-65.3946247,Las Begonias,Los Amancay,Las Begonias y Los Amancay
1553070299,-24.8041603,-65.3962642,Avenida Los Lirios,Los Tulipanes,Avenida Los Lirios y Los Tulipanes
1553070318,-24.8060048,-65.3953323,Los Alelíes,Los Amancay,Los Alelíes y Los Amancay
1553070327,-24.8043961,-65.3955205,Avenida Los Lirios,Los Alelíes,Avenida Los Lirios y Los Alelíes
1553070328,-24.8037436,-65.3961551,Los Geranios,Los Tulipanes,Los Geranios y Los Tulipanes
1553074549,-24.805087,-65.3934406,Avenida Los Lirios,Las Camelias,Avenida Los Lirios y Las Camelias
1577968399,-24.7784809,-65.4126464,20 de Febrero,Mariano Necochea,20 de Febrero y Mariano Necochea
1643743928,-24.7686336,-65.4089127,Bartolomé Mitre,Doctor Miguel Ortiz,Bartolomé Mitre y Doctor Miguel Ortiz
1643743931,-24.7724053,-65.4093463,Bartolomé Mitre,Doctor Manuel Anzoátegui,Bartolomé Mitre y Doctor Manuel Anzoátegui
1643743932,-24.7736844,-65.4094762,Aniceto Latorre,Bartolomé Mitre,Aniceto Latorre y Bartolomé Mitre
1643743934,-24.7698946,-65.4090511,Bartolomé Mitre,Martina Silva de Gurruchaga,Bartolomé Mitre y Martina Silva de Gurruchaga
1643743936,-24.7748545,-65.4095826,12 de Octubre,Bartolomé Mitre,12 de Octubre y Bartolomé Mitre
1643743943,-24.771145,-65.4092053,Bartolomé Mitre,General Juan Antonio Álvarez de Arenales,Bartolomé Mitre y General Juan Antonio Álvarez de Arenales
1643743949,-24.7673709,-65.4087831,Bartolomé Mitre,Teniente Coronel Santiago Morales,Bartolomé Mitre y Teniente Coronel Santiago Morales
1705192748,-24.7795998,-65.4184298,General Pablo Latorre,Marcelo T. de Alvear,General Pablo Latorre y Marcelo T. de Alvear
1770948765,-24.7670606,-65.4031894,Avenida Juan B. Justo,Las Acacias,Avenida Juan B. Justo y Las Acacias
1770948767,-24.7676533,-65.4032962,Avenida Juan B. Justo,Los Laureles,Avenida Juan B. Justo y Los Laureles
1770948770,-24.7706836,-65.3979267,Avenida Reyes Católicos,Las Acacias,Avenida Reyes Católicos y Las Acacias
1771508470,-24.7682536,-65.4049035,Coronel Pachi Gorriti,Los Pacarás,Coronel Pachi Gorriti y Los Pacarás
1771508475,-24.7689448,-65.4051375,Coronel Pachi Gorriti,Doctor Miguel Ortiz,Coronel Pachi Gorriti y Doctor Miguel Ortiz
1771508476,-24.7689761,-65.4048049,Doctor Miguel Ortiz,Juan Martín de Pueyrredón,Doctor Miguel Ortiz y Juan Martín de Pueyrredón
1771508478,-24.7690807,-65.4034223,Avenida Juan B. Justo,Doctor Miguel Ortiz,Avenida Juan B. Justo y Doctor Miguel Ortiz
1771508479,-24.769181,-65.400403,Las Acacias,Las Heras,Las Acacias y Las Heras
1771508480,-24.7692053,-65.4020359,Doctor Miguel Ortiz,Juramento,Doctor Miguel Ortiz y Juramento
1771508481,-24.7693048,-65.4006309,Doctor Miguel Ortiz,Las Heras,Doctor Miguel Ortiz y Las Heras
1771508482,-24.7693476,-65.4001859,Las Acacias,Los Ligustros,Las Acacias y Los Ligustros
1771508483,-24.7700708,-65.3992709,Las Acacias,Las Moreras,Las Acacias y Las Moreras
1771508484,-24.7700745,-65.4007197,Las Heras,Las Moreras,Las Heras y Las Moreras
1771508485,-24.7701968,-65.4055577,Coronel Pachi Gorriti,Martina Silva de Gurruchaga,Coronel Pachi Gorriti y Martina Silva de Gurruchaga
1771508486,-24.7702402,-65.4049435,Juan Martín de Pueyrredón,Martina Silva de Gurruchaga,Juan Martín de Pueyrredón y Martina Silva de Gurruchaga
1771508487,-24.7702788,-65.3989647,Las Acacias,Los Tarcos,Las Acacias y Los Tarcos
1771508488,-24.7704762,-65.4021638,Juramento,Martina Silva de Gurruchaga,Juramento y Martina Silva de Gurruchaga
1771508489,-24.7705664,-65.4007814,Las Heras,Martina Silva de Gurruchaga,Las Heras y Martina Silva de Gurruchaga
1771508490,-24.7708028,-65.3989751,Los Cipreses,Los Tarcos,Los Cipreses y Los Tarcos
1771508491,-24.7708038,-65.4008032,Las Heras,Los Cipreses,Las Heras y Los Cipreses
1771508493,-24.7714029,-65.4059694,Coronel Pachi Gorriti,General Juan Antonio Álvarez de Arenales,Coronel Pachi Gorriti y General Juan Antonio Álvarez de Arenales
1771508494,-24.7713979,-65.4060381,Deán Funes,General Juan Antonio Álvarez de Arenales,Deán Funes y General Juan Antonio Álvarez de Arenales
1771508495,-24.7714966,-65.3989706,Los Cedros,Los Tarcos,Los Cedros y Los Tarcos
1771508496,-24.7715035,-65.4001066,Los Aceres,Los Cedros,Los Aceres y Los Cedros
1771508497,-24.7715077,-65.4008865,Las Heras,Los Cedros,Las Heras y Los Cedros
1771508498,-24.7717122,-65.4022902,General Juan Antonio Álvarez de Arenales,Juramento,General Juan Antonio Álvarez de Arenales y Juramento
1771508499,-24.771806,-65.4009228,General Juan Antonio Álvarez de Arenales,Las Heras,General Juan Antonio Álvarez de Arenales y Las Heras
1771508501,-24.7722252,-65.4000385,Los Aceres,Los Aromos,Los Aceres y Los Aromos
1771508502,-24.7722201,-65.4009565,Las Heras,Los Aromos,Las Heras y Los Aromos
